,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector
107,107,107,"N. Korea completes upgrade of rocket site, shows no signs of launch preparations yet","North Korea has completed construction to upgrade its main rocket launch facility, but is still showing no signs of preparations to launch a long-range rocket or missile from the facility, a U.S. research institute said Wednesday.The website 38 North made the assessment citing recent satellite imagery of the North's Sohae Satellite Launching Station.South Korean officials said last week the North completed upgrading ...","North Korea has completed construction to upgrade its main rocket launch facility, but is still showing no signs of preparations to launch a long-range rocket or missile from the facility, a U.S. research institute said Wednesday.The website 38 North made the assessment citing recent satellite imagery of the North's Sohae Satellite Launching Station.South Korean officials said last week the North completed upgrading the facility to enable it to handle bigger rockets, and a launch could come around the 70th anniversary of the founding of the Workers' Party in October.""There are still no indications at Sohae that test preparations are underway to support a long-range SLV (satellite launch vehicle) launch. There is also no public evidence to suggest that a decision has been made by the leadership in Pyongyang to move forward with a launch,"" 38 North said in a report.""In the coming weeks, if preparations are indeed underway, we would expect to see other on-the ground indications at Sohae, including increased rail activity and the possible arrival of missile related railcars, activity at facilities associated with rocket assembly,"" it said.38 North said the North has completed all construction work at the facility.""It appears that the SLV stages and payload can be prepared horizontally in a new launch support building at the end of the pad, then transferred to a movable support structure that is several stories high, where they will be erected vertically, checked out and finally moved to the launch tower,"" the report said.Imagery of the facility's engine test stand also showed that preparations were underway, as of July 21, for ""an engine test in the near-term,"" including the presence of a movable crane and probable ground support equipment, the report said.Also Tuesday, a North Korean diplomat left open the possibility of a rocket launch.When asked about the possibility of the North conducting a launch around October, the country's deputy chief of mission to the United Nations, Amb. Jang Il-hun, said he does not ""rule out any possibility of doing one of these things,"" according to a news report. The Unification Ministry said that the government is closely monitoring the situation related to the North's possible provocation in October.""The Seoul government and the military are keeping close tabs on the possibility of the North's provocative acts. We are ready to take proper actions (if the North makes provocations),"" Jeong Joon-hee, the ministry spokesman, told a press briefing.North Korea is believed to have developed advanced ballistic missile technologies through a series of test launches, including a 2012 launch that succeeded in putting a satellite into orbit. That test is considered the most successful so far. That test sparked fears that the North has moved closer to ultimately developing nuclear-tipped missiles that could potentially reach the mainland U.S. The country has so far conducted three underground nuclear tests: in 2006, 2009 and 2013. (Yonhap)","also tuesday north korean diplomat ,conducted three underground nuclear tests ,tuesday north korean diplomat left ,tuesday north korean diplomat ,upgrade its main rocket launch","['North Korea', 'U.S.', 'North', ""the North 's Sohae Satellite Launching Station"", 'south korean', ""the Workers ' Party"", 'Sohae', 'slv', 'Pyongyang', 'North', 'Sohae', 'North', 'SLV', 'north korean', 'the United Nations', 'Amb', 'Jang Il - hun', 'the Unification Ministry', 'Seoul', 'Jeong Joon - hee', 'North Korea', 'U.S.']",7,"[ 0.          0.          0.         ... -0.47640502  0.48857486
  0.26712179]"
108,108,108,"S. Korea, U.S. discuss N.K. nuke","Sydney Seiler, the U.S. special envoy to the multilateral talks on North Korea’s denuclearization, met with senior South Korean officials on Monday in Seoul to discuss Pyongyang’s evolving nuclear program and ways to persuade it to come out for dialogue. Sydney Seiler, the U.S. special envoy to the multilateral talks on North Korea’s denuclearization, speaks in a meeting with the press in Seoul. (Yonhap)His meetin...","Sydney Seiler, the U.S. special envoy to the multilateral talks on North Korea’s denuclearization, met with senior South Korean officials on Monday in Seoul to discuss Pyongyang’s evolving nuclear program and ways to persuade it to come out for dialogue. Sydney Seiler, the U.S. special envoy to the multilateral talks on North Korea’s denuclearization, speaks in a meeting with the press in Seoul. (Yonhap)His meeting with Seoul officials came ahead of the trilateral talks among the nuclear envoys of South Korea, the U.S. and Japan, which are slated to take place on Friday in Tokyo. Seoul and its partners have been seen exploring ways to forge momentum to address Pyongyang’s nuclear issue, which was given fresh attention following the landmark deal earlier this month on Iran’s nuclear program.Seiler first met with his South Korean counterpart Kim Gunn, director general for North Korean nuclear affairs at Seoul’s Foreign Ministry. Separately, he also met with Seoul’s chief nuclear envoy Hwang Joon-juk and Kwon Yong-woo, head of the ministry’s Korean Peninsula Peace Regime Bureau.Describing his talks with South Korean officials as “fruitful,” Seiler stressed that the U.S. has always been open to dialogue with Pyongyang. He also pointed out that the recently clinched deal over Iran’s nuclear program demonstrates Washington’s flexibility that could also be exercised should the North choose a “different path.”“Iran’s deal demonstrates the value and possibilities the negotiations bring. It demonstrates again our willingness when we have a willing counterpart, and it demonstrates our flexibility when the DPRK (North Korea) makes a decision and it wants to choose a different path,” he told reporters after his meetings with Seoul officials.The agenda for the meetings was expected to include deterring North Korea’s potential provocations such as a long-range rocket launch. Observers believe that the North could set off “strategic saber-rattling” moves as it prepares to mark the 70th anniversary on Oct. 10 of the founding of its ruling Workers’ Party.The meeting was also to touch on how Seoul, Washington and other concerned parties could work together to pressure the North to come to the bargaining table, and to curb its nuclear ambitions. The North recently claimed to have already entered the technical phase to “miniaturize and diversify” its nuclear arms.Seoul officials say that the efforts to denuclearize the North are now at a crucial strategic “inflection point” given that the Iranian deal could create fresh momentum for the stalled nuclear negotiations, while the North’s possible provocations could also thwart the efforts. Seoul, Washington and Tokyo are expected to coordinate their positions over how to pressure the North to come to the dialogue table during their three-way meeting on Friday. Kim, Seiler and their Japanese counterpart Shigeki Takizaki will represent each side at the meeting.They are also likely to push for the so-called exploratory talks with the North during the ASEAN Regional Forum next month, which Pyongyang’s Foreign Minister Ri Su-yong is expected to attend.Lowering the bar for the resumption of the six-party talks that involve the two Koreas, the U.S., China, Japan, and Russia, Seoul has made the offer for the unconditional exploratory talks with the North. The North has rejected the overture.By Song Sang-ho (sshluck@heraldcorp.com)","monday in seoul to discuss ,in seoul to discuss pyongyang ,in seoul yonhap his meeting ,officials on monday in seoul ,his meeting with seoul officials","['Sydney Seiler', 'U.S.', 'North Korea ’s', 'south korean', 'Seoul', 'Pyongyang', 'Sydney Seiler', 'U.S.', 'North Korea ’s', 'Seoul', 'Seoul', 'South Korea', 'U.S.', 'Japan', 'Tokyo', 'Seoul', 'Pyongyang', 'Iran', 'south korean', 'Kim Gunn', 'north korean', 'Seoul ’s Foreign Ministry', 'Seoul', 'Hwang Joon - juk', 'Kwon Yong - woo', 'Korean', 'Peace Regime Bureau', 'south korean', 'Seiler', 'U.S.', 'Pyongyang', 'Iran', 'Washington', 'North Korea', 'Seoul', 'North Korea ’s', 'Workers ’ Party', 'Seoul', 'Washington', 'Seoul', 'iranian', 'North ’s', 'Seoul', 'Washington', 'Tokyo', 'Kim', 'Seiler', 'japanese', 'the ASEAN Regional Forum', 'Pyongyang', 'Ri Su - yong', 'Koreas', 'U.S.', 'China', 'Japan', 'Russia', 'Seoul', 'Song Sang - ho']",0,"[ 1.          0.          0.         ... -0.37572831  0.3906222
  0.48475659]"
109,109,109,"S. Korea, U.S., Japan to discuss N. Korea nuke","South Korean and U.S. nuclear envoys on Monday discussed ways to bring North Korea back to the bargaining table in the run-up to a trilateral session also involving their Japanese counterpart.  Kim Gunn, director general for North Korean nuclear affairs at South Korea's Foreign Ministry, met here with Sydney Seiler, the U.S. special envoy for the six-party talks.  Arriving in South Korea on Sunday, Seiler said his ...","South Korean and U.S. nuclear envoys on Monday discussed ways to bring North Korea back to the bargaining table in the run-up to a trilateral session also involving their Japanese counterpart.  Kim Gunn, director general for North Korean nuclear affairs at South Korea's Foreign Ministry, met here with Sydney Seiler, the U.S. special envoy for the six-party talks.  Arriving in South Korea on Sunday, Seiler said his trip comes at an ""important"" time for the long-stalled efforts to resume full-scale diplomacy on the North's nuclear program.Many expect the North to take provocative acts in the coming months amid reports of its preparations for the launch of a long-range rocket.       Pyongyang openly said it's not interested in Iran-style nuclear negotiations.The secretive communist nation seems to be constructing a new facility at the Yongbyon nuclear complex, according to 38 North, a U.S.-based website specializing in North Korea. It analyzed commercial satellite imagery.The South's government would not provide relevant intelligence to media.""Our government, in cooperation with close coordination with partner countries and international organizations, is keeping close tabs on the North's activity related to its nuclear facility,"" the Foreign Ministry said.It reiterated that Pyongyang should abide by its agreed-upon commitment to denuclearization.In that regard, Kim and Seiler reviewed the current situation and exchanged ideas on how to restart the six-way talks, a ministry official said. The talks were last held in late 2008. The other members are China, Japan and Russia.The envoys are scheduled to hold talks again in Tokyo on Friday, joined by a Japanese nuclear envoy, Shigeki Takizaki, according to the official.Last week, South Korea's top delegate to the six-way talks Hwang Joon-kook traveled to Beijing for a meeting with his Chinese counterpart Wu Dawei. (Yonhap)","nuclear envoys on monday discussed ,south korea on sunday seiler ,nuclear envoys on monday ,and nuclear envoys on monday ,envoys on monday discussed ways","['south korean', 'U.S.', 'North Korea', 'japanese', 'Kim Gunn', 'north korean', ""South Korea 's"", 'Foreign Ministry', 'Sydney Seiler', 'U.S.', 'South Korea', 'Seiler', 'Pyongyang', 'Iran', 'Yongbyon', 'North Korea', 'the Foreign Ministry', 'Pyongyang', 'Kim', 'Seiler', 'China', 'Japan', 'Russia', 'Tokyo', 'japanese', ""South Korea 's"", 'Beijing', 'chinese']",3,"[ 3.          0.          0.         ... -0.41922078  0.89034814
 -0.0291358 ]"
110,110,110,Inside the Habib House,"Robyn Lippert, wife of U.S. Ambassador Mark Lippert, is well-known here as “Sejun’s mom,” one of the great examples of her having earned the hearts of South Koreans enthralled by the dedication the couple has shown to fit in.　Since arriving in Seoul pregnant last year, she has been playing a crucial part in her husband’s people-to-people diplomacy, setting her image as humble and open-minded -- a far cry from wh...","Robyn Lippert, wife of U.S. Ambassador Mark Lippert, is well-known here as “Sejun’s mom,” one of the great examples of her having earned the hearts of South Koreans enthralled by the dedication the couple has shown to fit in.Since arriving in Seoul pregnant last year, she has been playing a crucial part in her husband’s people-to-people diplomacy, setting her image as humble and open-minded -- a far cry from what many have seen through local magazines depicting the elegant lives of foreign envoys’ spouses here. Robyn Lippert, wife of U.S. ambassador Mark Lippert, poses at the Habib House downtown in Seoul (Chung Hee-cho/The Korea Herald)From the photos of her holding her first child, James William Sejun Lippert, just a few hours after she gave birth, to casually landing a kiss on her husband at a baseball stadium while having “chimaek“ (fried chicken and beer), she has shared her very personal moments with the people here.She even took her carefree nature to the streets, as she casually converses with keen passersby while carrying the newborn for a walk.But, not many know that the spouse of the U.S. top envoy is not just Sejun’s mom, but also a successful career woman striving to balance work and family. Lippert is senior vice president of external affairs at UnitedHealth Group, the largest U.S. health insurer. Inside the Habib House -- the residence of the U.S. ambassador in downtown Seoul -- she spends her days with Sejun and a basset hound named Grigsby. But after her family falls asleep, she turns on the computer and begins her work. “I am fortunate because I work in U.S. hours, so I work during the evening, which means I have my days to really explore Korea and take Sejun around museums and hiking,” she said as she sat down for an interview with The Korea Herald in the main hall of the Habib House. The dining room is her temporary office where she makes frequent conference calls, careful not to wake the other two in the middle of the night. Lack of sleep is her concern, but is definitely one of the “trade-offs” that allows her bonding time with the baby.Balancing work and family is, indeed, challenging, she said, like for many others around the world. But she believes that it can be done by setting priorities and sharing parental duties.“There has to be that honest and hard discussion that you can’t do everything,” she said.“Choosing which are the most important elements, and you know, for me that is family first and work second.”In her effort to balance family and work, her husband is more than willing to help out, such as by supporting her trip to the U.S. once a month.“I do think that there are increasingly more shared responsibilities, and in our house Mark has been fantastic in terms of changing diapers and getting up in the night to take care of Sejun if he is upset and walking Grigsby out.” Robyn Lippert holds her six-month-old son Sejun. (Chung Hee-cho/The Korea Herald)A native of Boston, Lippert worked in U.S. Sen. Patrick Leahy’s office, where she first met her future husband. After eight years of dating, the two got married in 2008.“I thought he was really funny, he has a great sense of humor and he is incredibly smart, and with both of us working in the Senate, we had so many common interests,” she said.“Both were looking toward similar beliefs about making the world better and that is why we were in those jobs. We found someone who shares that interest and lives it every day … it was very important.”Between dating and marriage, both their careers took dramatic turns.Before being stationed in Seoul as the youngest U.S. ambassador to Korea, her husband served as deputy national security adviser and the National Security Council’s chief of staff. Lippert also expanded her career both in the public and private sectors. Before joining UnitedHealth Group, she also worked at Fannie Mae in addition to working on various political campaigns including the Kerry-Edwards 2004 campaign.It was Korea that made the couple spend more time together, as her husband was traveling a lot to Asia while in Washington. After three months in Seoul, the couple welcomed their first baby. They gave the boy a Korean middle name, Sejun, by taking reference from the saju -- a traditional Korean way of selecting names based on the hours and the date a baby was born. “Korea is very special for our family,” she said.“We chose a Korean name because we want Sejun to always have a connection to this special country and always be aware of that.”Though too young to remember all these cross-cultural experiences in Seoul, Lippert as a mom hopes her child can have an “international perspective” in the future. The six-month-old child is being partly raised by a local nanny who speaks to him in Korean. The mother is also planning to let him explore both Korean and American food as he grows up.“Just having him learn about Korean culture, and having him learn Korean, it is just a part very important to us that he grows up with an international perspective and it is just the initial foundation for him.” “It is always a part of our recognition of how special Korea is to us. And we really want him to embrace that and be part of his life as he grows up.”Of course, life in Seoul has not always been easy, and even life-threatening.In March, the ambassador was slashed by a knife-wielding man in downtown Seoul. He was taken to a nearby hospital where he received surgery for the cut stretching from his right cheek to his chin and another injury on his left arm. Despite the devastating incident, the Lipperts remained unperturbed, but rather comforted the well-wishers concerned for his safety.“It was definitely a surreal experience,” she said, recalling the incident four months ago. “The response and reaction from folks throughout South Korea was just amazing, and the support and the warmth we felt immediately after and still continuing is absolutely amazing ... and it has just made us to love this country even more,” she said. The ambassador is recovering really well and has hardly any visible scars, she added.Besides being a working mom, Lippert has shown her dedication to promote cultural exchanges between the two countries. A collection of U.S. works of art, including Sen. Leahy’s photography, will be arriving in late July as part of the “Art in Embassies” program, she said. The works will be installed at the Habib House along with other Korean pieces permanently placed at the residence, to showcase both Korean and American art. Calling the house, “one of the nicest residences in the world,” Lippert said she is very lucky to experience both cultures at one house. Named after former ambassador Philip Habib, the hanok (a traditional Korean house) was built in the 1970s, and has served as a symbol of the bilateral relationship between Seoul and Washington.“It is a special combination of Korean architecture and style, but (is) actually made with U.S. wood,” she said. “A perfect blending of the two cultures.”By Cho Chung-un (christory@heraldcorp.com)","seoul pregnant last year she ,since arriving in seoul pregnant ,in seoul pregnant last year ,seoul pregnant last year ,ambassador to korea her husband","['Robyn Lippert', 'U.S.', 'Mark Lippert', 'South Koreans', 'Seoul', 'Robyn Lippert', 'U.S.', 'Mark Lippert', 'Seoul', 'James William Sejun Lippert', 'U.S.', 'UnitedHealth Group', 'U.S.', 'U.S.', 'Seoul', 'Sejun', 'Grigsby', 'U.S.', 'Korea', 'Sejun', 'the Korea Herald', 'U.S.', 'Mark', 'Sejun', 'Grigsby', 'Robyn Lippert', 'Sejun', 'Chung Hee - cho', 'Boston', 'Lippert', 'U.S.', 'Patrick Leahy ’s', 'Senate', 'Seoul', 'U.S.', 'Korea', 'the National Security Council ’s', 'Lippert', 'UnitedHealth Group', 'Fannie Mae', 'Korea', 'Washington', 'Seoul', 'korean', 'Sejun', 'korean', 'Korea', 'korean', 'Sejun', 'Seoul', 'Lippert', 'Korean', 'korean', 'american', 'korean', 'korean', 'Korea', 'Seoul', 'Seoul', 'Lipperts', 'South Korea', 'Lippert', 'U.S.', 'Leahy', 'korean', 'korean', 'american', 'Lippert', 'Philip Habib', 'korean', 'Seoul', 'Washington', 'korean', 'U.S.', 'Cho Chung - un']",14,"[ 1.          0.          0.         ... -1.03796458  0.13592859
  0.32760921]"
111,111,111,Seoul only to approve non-political inter-Korean event: official,"South Korea reiterated Friday that it is supportive of a civic group's move to hold a joint event with North Korea to mark the 70th anniversary of Korea's liberation from Japan's colonial rule but only if it isn't for a ""political purpose.""The South's preparatory group of the joint anniversary visited North Korea on Thursday to discuss the preparations for the event to jointly celebrate Liberation Day that falls on A...","South Korea reiterated Friday that it is supportive of a civic group's move to hold a joint event with North Korea to mark the 70th anniversary of Korea's liberation from Japan's colonial rule but only if it isn't for a ""political purpose.""The South's preparatory group of the joint anniversary visited North Korea on Thursday to discuss the preparations for the event to jointly celebrate Liberation Day that falls on Aug. 15.But the two sides failed to reach an agreement over details and agreed to hold another round of talks in the North's border city of Kaesong next Friday.Jeong Joon-hee, spokesman at the Unification Ministry, said that Seoul plans to decide whether to approve the event after next week's talks.""The government maintains its stance that it is not easy to approve civilian inter-Korean exchanges that can spark political rows as they could hamper inter-Korean relations,"" Jeong told a regular press briefing.North Korea has a tendency to use outsiders' visits for propaganda.In June, the two Koreas failed to hold a joint ceremony to mark the 15th anniversary of an inter-Korean summit as the North abruptly proposed holding separate events.This time, the South's civic group proposed that the two sides hold anniversary events in both Seoul and Pyongyang and each other's representatives visit the other's event venue.The South's group said that North Korea has officially invited it to take part in the North's events in Pyongyang and the truce village of Panmunjom from Aug. 13-15.It said that it will decide its stance after discussing the matter with its officials and the government.Touching on an ex-first lady's planned visit to the North, Jeong said that an organizer for the trip has not requested the government to provide financial support.Lee Hee-ho, the widow of former President Kim Dae-jung, plans to fly to North Korea on Aug. 5 for a four-day trip, in hopes of improving the strained inter-Korean ties. Kim held an inter-Korean summit with then North Korean leader Kim Jong-il in 2000.""The Kim Dae Jung Peace Center is known to be seeking to settle the financing for the trip without outside help,"" the spokesman said.The ex-first lady is likely to use a South Korean aircraft, said an official at the center, adding that it is in talks with domestic airlines. (Yonhap)","korea on thursday to discuss ,kaesong next friday jeong joon ,joint anniversary visited north korea ,visited north korea on thursday ,korea on aug for four","['South Korea', 'North Korea', 'Korea', 'Japan', 'North Korea', 'Kaesong', 'Jeong Joon - hee', 'the Unification Ministry', 'Seoul', 'inter - korean', 'inter - korean', 'Jeong', 'North Korea', 'Koreas', 'inter - korean', 'Seoul', 'Pyongyang', 'North Korea', 'Pyongyang', 'Panmunjom', 'Jeong', 'Lee Hee - ho', 'Kim Dae - jung', 'North Korea', 'inter - korean', 'Kim', 'inter - korean', 'north korean', 'Kim Jong - il', 'Kim Dae Jung Peace Center', 'south korean']",3,"[ 1.          0.          0.         ... -0.47251672  0.79657942
  0.06301774]"
112,112,112,S. Korea to actively support civilian inter-Korean exchanges,"South Korea will seek to improve strained inter-Korean ties by further encouraging its civilian groups to increase exchanges with North Korea, a Unification Ministry official said Thursday.  Seoul has said that it will promote civilian inter-Korean exchanges in the landmark year of 2015 in non-political areas such as cultural activities and sports if they can help promote national unity.  ""South Korea is making e...","South Korea will seek to improve strained inter-Korean ties by further encouraging its civilian groups to increase exchanges with North Korea, a Unification Ministry official said Thursday.  Seoul has said that it will promote civilian inter-Korean exchanges in the landmark year of 2015 in non-political areas such as cultural activities and sports if they can help promote national unity.  ""South Korea is making efforts to open the gate for better inter-Korean relations by promoting more civilian exchanges with North Korea,"" said the ministry official, asking not to be named.  ""In that sense, the government has approved a civic group's request to visit the North for discussions over a joint anniversary celebration,"" he said.  A South Korean civic group crossed the inter-Korean border on Thursday to have preparatory talks with its North Korean counterpart for discussions on a joint event on Aug. 15 to mark the 70th anniversary of Korea's liberation from Japan's 1910-45 colonial rule.  The Seoul-Pyongyang ties have been frayed amid the North's provocative acts such as nuclear and missile tests, but Seoul is making efforts to use this year to enhance the ties as 2015 marks the 70th anniversary of Korea's liberation and a division of the two Koreas.  In June, the two Koreas failed to hold a joint ceremony to mark the 15th anniversary of an inter-Korean summit as the North abruptly proposed holding separate events. It is not clear whether the August joint event can be held.  ""The government plans to actively support civic groups' move to increase exchanges with North Korea,"" the official said.  The official, meanwhile, said the government shared the need to upgrade the current working-level talks on a joint industrial complex to high-level talks.  The two Koreas held talks on a joint committee running Kaesong Industrial Complex last week to discuss a dispute sparked by the North's unilateral decision to hike wages. But they failed to produce breakthrough over the months-long wage row.  ""The wage issue should be resolved as soon as possible,"" the official said.  He also said that the government is open to having possible inter-Korean contacts behind closed doors to improve the strained ties. (Yonhap)","ministry official said thursday seoul ,for better inter korean relations ,korean ties by further encouraging ,celebration he said south korean ,promote civilian inter korean exchanges","['South Korea', 'inter - korean', 'North Korea', 'Unification Ministry', 'Seoul', 'inter - korean', 'South Korea', 'inter - korean', 'North Korea', 'south korean', 'inter - korean', 'north korean', 'Korea', 'Japan', 'Seoul', 'Korea', 'Koreas', 'Koreas', 'inter - korean', 'North Korea', 'Koreas', 'Kaesong Industrial Complex', 'inter - korean']",3,"[ 2.          0.          0.         ... -0.57665348  0.8840248
  0.19038591]"
113,113,113,S. Korea considers sending honor guard to China's military parade,"South Korea has been considering sending its honor guard to a military parade in Beijing in September marking the 70th anniversary of the end of World War II, a diplomatic source said Wednesday.   China has invited South Korean troops to march together with the Chinese military in the upcoming military parade that is expected to highlight Japan's surrender in the war.   ""The Chinese side invited our honor guard t...","South Korea has been considering sending its honor guard to a military parade in Beijing in September marking the 70th anniversary of the end of World War II, a diplomatic source said Wednesday.   China has invited South Korean troops to march together with the Chinese military in the upcoming military parade that is expected to highlight Japan's surrender in the war.   ""The Chinese side invited our honor guard to march together in the September military parade and we are considering the invitation,"" the South Korean diplomatic source said on the condition of anonymity because he was not authorized to speak to the media.   However, South Korea feels awkward about accepting the Chinese invitation because the September parade could risk trumpeting China's rivalry with Japan amid Beijing's increasingly assertive actions in territorial disputes with its neighbors, according to the source.  Another embarrassing point is that the military parade will be staged at Tiananmen Square, where the Chinese Communist Party crushed pro-democracy demonstrations in a bloody crackdown in 1989.   South Korea and China, former battlefield foes, have steadily worked together to improve relations in the military field.   China fought alongside North Korea in the 1950-53 Korean War, while the United States and 20 other allied countries fought on South Korea's side under the U.N. flag. (Yonhap)","to military parade in beijing ,in the upcoming military parade ,military parade in beijing ,parade in beijing in september ,military parade in beijing in","['South Korea', 'Beijing', 'China', 'south korean', 'chinese', 'Japan', 'chinese', 'south korean', 'South Korea', 'chinese', 'China', 'Japan', 'Beijing', 'the Chinese Communist Party', 'South Korea', 'China', 'China', 'North Korea', 'the United States', ""South Korea 's"", 'U.N.']",13,"[ 4.          0.          0.         ... -0.30745259  0.61259657
  0.14125821]"
114,114,114,S. Korean rival parties denounce Japan's renewed claim to Dokdo,"South Korea's ruling and main opposition parties lashed out at Japan on Tuesday over its renewed territorial claim to South Korea's easternmost islets of Dokdo in an annual defense white paper.  The defense report, approved by the Japanese Cabinet earlier in the day, called Dokdo Japanese ""sovereign territory,"" along with the Kuril Islands controlled by Russia. It is the 11th straight year that Tokyo has laid claim...","South Korea's ruling and main opposition parties lashed out at Japan on Tuesday over its renewed territorial claim to South Korea's easternmost islets of Dokdo in an annual defense white paper.  The defense report, approved by the Japanese Cabinet earlier in the day, called Dokdo Japanese ""sovereign territory,"" along with the Kuril Islands controlled by Russia. It is the 11th straight year that Tokyo has laid claim to Dokdo in the annual paper.  The ruling Saenuri Party repeated Seoul's long-standing position, saying that Dokdo is clearly the territory of South Korea in terms of history, geography and international law.  ""The party strongly condemns the duality of the Japanese government of arguing for improving the Seoul-Tokyo relations and at the same time failing to get rid of its delusion of militarism,"" said Kim Young-woo, a ruling party spokesman.  Kim Yung-rok, a spokesman for the opposition New Politics Alliance for Democracy, also warned Japan against repeating its claims over Dokdo each year for the 11th time.  ""The party strongly condemns Japan's brazen act of territorial claim to Dokdo for 11 years,"" Kim told reporters.  A South Korean provincial governor also issued a statement, urging Tokyo to immediately withdraw the defense report.  ""Dokdo is clearly the territory of the Republic of Korea (South Korea),"" said Kim Kwan-yong, the governor of North Gyeongsang Province, whose jurisdiction includes Dokdo.  The rocky outcroppings, which lie closer to South Korea in the body of water that divides the Korean Peninsula and Japan, have long been a thorn in relations between the two neighbors. South Korea keeps a small police detachment on the islets, effectively controlling them.   South Korea rejects Japan's claim to Dokdo as nonsense because the country regained its independence from Japanese colonial rule and reclaimed sovereignty over its territories, including Dokdo and many other islands around the Korean Peninsula. (Yonhap)","out at japan on tuesday ,party repeated seoul long standing ,reporters south korean provincial governor ,an annual defense white paper ,at japan on tuesday over","[""South Korea 's"", 'Japan', ""South Korea 's"", 'japanese', 'Japanese', 'Russia', 'Tokyo', 'Saenuri Party', 'Seoul', 'South Korea', 'japanese', 'Kim Young - woo', 'Kim Yung - rok', 'New Politics Alliance for Democracy', 'Japan', 'Japan', 'Kim', 'south korean', 'Tokyo', 'the Republic of Korea', 'South Korea', 'Kim Kwan - yong', 'North Gyeongsang Province', 'South Korea', 'Japan', 'South Korea', 'South Korea', 'Japan', 'japanese']",4,"[ 7.          0.          0.         ... -0.9177016   0.72511005
  0.07096071]"
115,115,115,S. Korea rules out military intelligence pact with Japan,"South Korea Tuesday ruled out the possibility of forging a military intelligence sharing agreement with Japan after a recent military exchange between the neighbors stoked speculations on the pact.  Japan's chief of the intelligence bureau at the defense ministry, Tadashi Miyagawa, visited South Korea last week to hold an annual conference on military intelligence sharing with his South Korean counterpart.  The v...","South Korea Tuesday ruled out the possibility of forging a military intelligence sharing agreement with Japan after a recent military exchange between the neighbors stoked speculations on the pact.  Japan's chief of the intelligence bureau at the defense ministry, Tadashi Miyagawa, visited South Korea last week to hold an annual conference on military intelligence sharing with his South Korean counterpart.  The visit stoked speculations that the neighbors may be restarting efforts to sign a General Security of Military Information Agreement following their botched attempt in 2012.   ""As of now, there are no discussions on GSOMIA or Acquisition and Cross-Servicing Agreement nor any moves to do so,"" Defense Ministry spokesman Kim Min-seok said in a regular briefing.   It was only part of the neighbors' annual working-level information sharing exchanges, Kim said, refusing to discuss details of the closed-door meeting.   In 2012, the neighbors had pushed to sign GSOMIA to share intelligence on North Korea, but the efforts were put on hold at the last minute amid public protest against the government's secretly arranged push for the deal with the former colonial ruler. (Yonhap)","south korea tuesday ruled out ,korea tuesday ruled out ,korea tuesday ruled out the ,miyagawa visited south korea last ,japan after recent military exchange","['South Korea', 'Japan', 'Japan', 'Tadashi Miyagawa', 'South Korea', 'south korean', 'Cross - Servicing Agreement', 'Defense Ministry', 'Kim Min -', 'Kim', 'North Korea']",5,"[ 2.          0.          0.         ... -0.5362103   0.63598323
  0.14388387]"
116,116,116,Korea safe from MERS: Foreign Ministry,"The South Korean government told foreign diplomats on Monday that the country is now safe from the Middle East respiratory syndrome outbreak with statistics highlighting that the disease is under control and will soon disappear. Lee Key-cheol, ambassador for Overseas Koreans and Consular Affairs at the ministry, speaks during a briefing on the MERS for foreign diplomats at Seoul’s Foreign Ministry in central Seoul ...","The South Korean government told foreign diplomats on Monday that the country is now safe from the Middle East respiratory syndrome outbreak with statistics highlighting that the disease is under control and will soon disappear. Lee Key-cheol, ambassador for Overseas Koreans and Consular Affairs at the ministry, speaks during a briefing on the MERS for foreign diplomats at Seoul’s Foreign Ministry in central Seoul on Monday. (Yonhap)During the second round of its briefing for embassy staff from more than 110 nations and international organizations, Seoul’s Foreign Ministry stressed that the MERS outbreak is “coming to an end,” while urging the diplomats to help promote their citizens’ travel to Korea. Delivering his opening remarks, Lee Key-cheol, ambassador for Overseas Koreans and Consular Affairs at the ministry, said that a variety of data related to the outbreak demonstrated that foreign tourists no longer need to fret about traveling to Korea.“We are safe in Korea from the MERS virus ― not only outside the hospital but also in the hospital. However, Korea is never relaxed. We are never self-conceited,” he said, noting that in the initial stage of the outbreak, Seoul made “trials and errors” in its anti-infection campaign.“The Korean government will continue to prepare for all possibilities with its eyes open, following the full guidelines of the WHO until MERS in Korea is officially declared to be over.”Lee underscored that there have been no infections outside the hospital since the first MERS outbreak two months ago, and that for the last 16 days no new patient has been found despite the maximum incubation period being 14 days. He added that the number of patients testing positive for the MERS virus has sharply declined. “Many specialists say that the MERS outbreak in Korea is virtually over. I believe it is the right time for Korea and the international community to make a concerted effort to normalize people-to-people exchanges,” he said.By Song Sang-ho (sshluck@heraldcorp.com)","told foreign diplomats on monday ,central seoul on monday yonhap ,korea delivering his opening remarks ,foreign diplomats on monday ,in central seoul on monday","['south korean', 'Koreans', 'Consular Affairs', 'Seoul ’s Foreign Ministry', 'Seoul', 'Seoul ’s Foreign Ministry', 'Korea', 'Lee Key - cheol', 'Koreans', 'Consular Affairs', 'Korea', 'Korea', 'Korea', 'Seoul', 'korean', 'Korea', 'Korea', 'Korea', 'Song Sang - ho']",18,"[ 0.          0.          0.         ... -0.17680933  0.41402712
  0.12651709]"
