,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector
157,157,157,Park vows to resolve difficulties over N.Korea nuclear program,"President Park Geun-hye vowed Saturday to resolve difficulties posed by North Korea's nuclear program and historical disputes with Japan.Tensions persist on the Korean Peninsula over North Korea's provocative actions in recent months, including the launch of a ballistic missile from a submarine.Seoul-Tokyo relations also remain badly frayed largely because of Japan's refusal to atone for its past wrongdoings stemming...","President Park Geun-hye vowed Saturday to resolve difficulties posed by North Korea's nuclear program and historical disputes with Japan.Tensions persist on the Korean Peninsula over North Korea's provocative actions in recent months, including the launch of a ballistic missile from a submarine.Seoul-Tokyo relations also remain badly frayed largely because of Japan's refusal to atone for its past wrongdoings stemming from its colonial rule of the Korean Peninsula from 1910-45. One of the key pending issues is a demand by former Korean WWII sex slaves for an apology and compensation from Tokyo.""We will not succumb to these difficulties. We will resolve them with our power without fail,"" Park said in a Memorial Day address. She did not give any details.The comments came five days after she pressed Japan to take ""courageous"" action to restore the honor of the former sex slaves while they are still alive.The issue has gained urgency as the number of living victims has shrunk. In 2007, more than 120 South Korean victims were alive, but the number has since dropped to 52, with their average age standing at nearly 90.She also pressed North Korea to abandon its nuclear program and come forward for dialogue and cooperation so it could move toward peace and co-prosperity.The two Koreas last held high-level talks in February 2014.North Korea has repeatedly vowed to develop its economy and nuclear arsenal in tandem, viewing its nuclear programs as a powerful deterrent against what it claims is Washington's hostile policy against it.South Korea and the U.S. warned that the North's policy is a dead end for the country. Park also called on the people to join forces to revitalize the economy and lay the groundwork for potential unification with North Korea. The 1950-53 Korean War ended in a truce, leaving the two Koreas still technically at war.(Yonhap)","korean wwii sex slaves ,former korean wwii sex slaves ,korean wwii sex slaves for ,koreas still technically at war ,historical disputes with japan tensions","['Park Geun', ""North Korea 's"", 'Japan', ""North Korea 's"", 'Seoul', 'Japan', 'korean WWII', 'Tokyo', 'Japan', 'south korean', 'North Korea', 'Koreas', 'Korea', 'Washington', 'South Korea', 'U.S.', 'North Korea', 'Koreas']",1,"[ 0.          1.          0.         ... -0.69818687  0.44682029
  0.05673812]"
158,158,158,Park's approval rating down to 34 pct amid MERS outbreak,"President Park Geun-hye's job approval rating has edged down, a poll showed Friday, as the government is under fire for its poor initial response to the outbreak of the MERS virus that has killed four South Koreans.A poll conducted by polling agency Gallup Korea put Park's approval rating at 34 percent this week, down six percentage points from a week earlier.Gallup said the government's poor initial response to Midd...","President Park Geun-hye's job approval rating has edged down, a poll showed Friday, as the government is under fire for its poor initial response to the outbreak of the MERS virus that has killed four South Koreans.A poll conducted by polling agency Gallup Korea put Park's approval rating at 34 percent this week, down six percentage points from a week earlier.Gallup said the government's poor initial response to Middle East Respiratory Syndrome is to blame for the drop in Park's approval rating.Cheong Wa Dae said tackling the virus is its top priority.Those who disapproved of Park's job performance came to 55 percent, up eight percentage points from a week earlier.The poll was conducted on 1,005 adults between Tuesday and Thursday by mobile phone and had a margin of error of plus or minus 3.1 percentage points. (Yonhap)","killed four south koreans poll ,has killed four south koreans ,killed four south koreans ,virus that has killed four ,gallup said the government poor","['Park Geun', 'South Koreans', 'Gallup Korea', 'Park', 'Gallup', 'Park', 'Park']",2,"[ 0.          0.          0.         ... -0.56701303  0.8529712
  0.21268873]"
159,159,159,Correction and apology on JYP article,"The Korea Herald reported in July 2014, “Singer-songwriter Park Jin-young allegedly pushed for the sale of JYP Entertainment.” The report quoted an industry source but has been confirmed to be not true. The Korea Herald has withdrawn the article and sincerely apologizes to our readers, Mr. Park, JYP Entertainment and its staff.  ","The Korea Herald reported in July 2014, “Singer-songwriter Park Jin-young allegedly pushed for the sale of JYP Entertainment.” The report quoted an industry source but has been confirmed to be not true. The Korea Herald has withdrawn the article and sincerely apologizes to our readers, Mr. Park, JYP Entertainment and its staff.","readers mr park jyp entertainment ,herald has withdrawn the article ,july 2014 singer songwriter park ,of jyp entertainment the report ,2014 singer songwriter park jin","['the Korea Herald', 'Park Jin - young', 'JYP Entertainment', 'the Korea Herald', 'Park', 'JYP Entertainment']",7,"[ 0.          0.          0.         ... -0.53880262  0.46187904
 -0.2084887 ]"
160,160,160,Park meets Japan’s opinion leaders,"Elder statesmen and business leaders from Japan on Monday urged South Korean President Park Geun-hye to hold a summit with her Japanese counterpart, Shinzo Abe, to help improve the bilateral relationship beset by historical and territorial feuds.During their meeting with Park at Cheong Wa Dae, the six-member Japanese delegation of the South Korea-Japan “Wise Man Group” stressed joint efforts to address historical a...","Elder statesmen and business leaders from Japan on Monday urged South Korean President Park Geun-hye to hold a summit with her Japanese counterpart, Shinzo Abe, to help improve the bilateral relationship beset by historical and territorial feuds.During their meeting with Park at Cheong Wa Dae, the six-member Japanese delegation of the South Korea-Japan “Wise Man Group” stressed joint efforts to address historical animosities on the occasion of the 50th anniversary this year of the normalization of their diplomatic ties.“Park did not directly mention the summit. But we felt she made comments to the effect that Seoul would try to hold a summit at an early date, as she understands the wishes of the Wise Man Group,” former chief cabinet secretary Takeo Kawamura, a member of the Japanese delegation, told the press conference after the meeting with Park. President Park Geun-hye greets a group of Japanese opinion leaders and senior statesmen including former Prime Minister Yoshiro Mori (left) at Cheong Wa Dae on Monday. (Yonhap.)Since Park was inaugurated in February 2013 she has refused to hold a bilateral summit with Abe, saying that the summit would not yield any fruitful result while the anti-Japanese sentiment continued to worsen. Kawamura also expressed hopes that Abe would take advantage of his much-anticipated statement in August ― which would mark the 70th anniversary of the end of World War II ― to improve the strained ties with Seoul.He added that during the talks with Park, she said she wanted to try to help the victims of Japan’s wartime sexual slavery “regain their honor.” Tokyo has refused to accept the legal responsibility of the atrocities, arguing a lack of clear evidence that Japan as a state forcibly mobilized Korean women for sexual slavery at frontline brothels.Former South Korean Foreign Minister Yu Myung-hwan, a member of the South Korean side of the group, said that during the talks with Park, the group urged the leaders of the two countries to make a “big decision” to move the bilateral relationship forward.During the group’s luncheon meeting with Korean Foreign Minister Yun Byung-se, the top diplomat expressed Seoul’s concerns over Japan’s bid to list 23 major wartime industrial facilities as World Heritage sites. Seoul has demanded that seven of the 23 facilities, those where Koreans were forced to labor during the colonial era, should be removed from the bidding process, or that the historical facts about forced labor should be clearly explained when the seven facilities are presented. Earlier in the day, former Japanese Prime Minister Yoshiro Mori of the Japanese delegation stressed the importance of bilateral cooperation to cope with the changing security landscape in the region ― beset by Pyongyang’s pursuit of nuclear arms and Beijing’s increasing assertiveness.“It is very important for South Korea and Japan ― two countries that are small yet very powerful ― to cooperate and respond to the world’s trends amid a shift in international security conditions,” he said during the session in a Seoul hotel.Saying that there have already been many exchanges among the new generations of the two countries, he pointed out that politicians’ “stubbornness” has hindered the joint efforts to improve bilateral relations.Launched to explore ways to improve the bilateral ties, the Wise Man Group held its first session in March in Tokyo.By Song Sang-ho (sshluck@heraldcorp.com)","monday urged south korean president ,leaders from japan on monday ,luncheon meeting with korean foreign ,hold summit with her japanese ,urged south korean president park","['Japan', 'south korean', 'Park Geun', 'japanese', 'Shinzo Abe', 'Park', 'japanese', 'South Korea', 'Seoul', 'the Wise Man Group', 'Takeo Kawamura', 'japanese', 'Park', 'Park Geun', 'japanese', 'Yoshiro Mori', 'Abe', 'anti - japanese', 'Kawamura', 'Abe', 'Seoul', 'Park', 'Japan', 'Tokyo', 'Japan', 'korean', 'south korean', 'Yu Myung - hwan', 'south korean', 'Park', 'korean', 'Yun Byung - se', 'Seoul', 'Japan ’s', 'World Heritage', 'Seoul', 'Koreans', 'japanese', 'Yoshiro Mori', 'japanese', 'Pyongyang', 'Beijing', 'South Korea', 'Japan', 'Seoul', 'the Wise Man Group', 'Tokyo', 'Song Sang - ho']",10,"[ 0.          3.          0.         ... -0.3736957   0.43441641
  0.34754077]"
161,161,161,"S. Korea, Uzbekistan agree to push for economic projects","South Korea and Uzbekistan agreed Thursday to push for large-scale cooperative projects in the Central Asian country, a move that could further boost their economic ties.The agreement was reached in a summit between President Park Geun-hye and her Uzbek counterpart, Islam Karimov, in Seoul, the second such meeting in a year.South Korea said it can set up mutually beneficial ties with Uzbekistan by marrying Seoul's te...","South Korea and Uzbekistan agreed Thursday to push for large-scale cooperative projects in the Central Asian country, a move that could further boost their economic ties.The agreement was reached in a summit between President Park Geun-hye and her Uzbek counterpart, Islam Karimov, in Seoul, the second such meeting in a year.South Korea said it can set up mutually beneficial ties with Uzbekistan by marrying Seoul's technology and know-how for economic development with Tashkent's rich natural resources.""The two sides agreed to push for large-scale cooperative projects in Uzbekistan's economy ... to introduce advanced technology and attract direct investment from major South Korean companies,"" according to a joint statement issued after the summit.Uzbekistan said it is ready for active cooperation to create a favorable atmosphere for the implementation of joint projects with major South Korean companies.The main areas of bilateral cooperation include oil, gas, petrochemicals, automobiles, solar energy as well as modernization projects for transport infrastructure in Uzbekistan.Central Asia's most populous country plans to modernize key industrial facilities and build infrastructure worth US$55 billion over the next five years.South Korea hopes to win some of the projects in Uzbekistan.Park and Karimov observed the signing of a memorandum of understanding on a $4.5 billion project to produce plastic products by converting methanol produced from natural gas to olefins.Karimov arrived in Seoul on Wednesday on his first foreign trip since winning re-election in March, a decision he said demonstrated his confidence in the development of bilateral relations, said presidential spokesman Min Kyung-wook.He has visited South Korea seven times since 1991, when he was elected president in Uzbekistan following its independence from the Soviet Union. In June, Park visited Uzbekistan.Uzbekistan is South Korea's largest trading partner among Central Asian nations and home to the largest number of ethnic Koreans in the region.Last year, two-way trade stood at US$1.9 billion. (Yonhap)","uzbekistan by marrying seoul technology ,korea and uzbekistan agreed thursday ,winning re election in march ,with uzbekistan by marrying seoul ,uzbekistan by marrying seoul","['South Korea', 'Uzbekistan', 'central asian', 'Park Geun - hye', 'Uzbek', 'Islam Karimov', 'Seoul', 'South Korea', 'Uzbekistan', 'Seoul', 'Tashkent', 'Uzbekistan', 'south korean', 'south korean', 'Uzbekistan', 'South Korea', 'Uzbekistan', 'Karimov', 'Karimov', 'Seoul', 'Min Kyung - wook', 'South Korea', 'Uzbekistan', 'the Soviet Union', 'Park', 'Uzbekistan', 'Uzbekistan', ""South Korea 's"", 'central asian', 'Koreans']",14,"[ 0.          2.          0.         ... -1.05051386  0.47663972
  0.54148614]"
162,162,162,N. Korea slams Park for U.S. visit plan,"North Korea rebuked President Park Geun-hye on Thursday for planning to visit the United States in mid-June, saying that her move will derail a possible joint event to mark the 15th anniversary of an inter-Korean summit.North Korea's propaganda website Uriminzokkiri criticized Park for scheduling the trip, which overlaps the 15th anniversary of a historic inter-Korean summit that falls on June 15. Park will travel to...","North Korea rebuked President Park Geun-hye on Thursday for planning to visit the United States in mid-June, saying that her move will derail a possible joint event to mark the 15th anniversary of an inter-Korean summit.North Korea's propaganda website Uriminzokkiri criticized Park for scheduling the trip, which overlaps the 15th anniversary of a historic inter-Korean summit that falls on June 15. Park will travel to Washington from June 14-18, according to her office.Park and U.S. President Barack Obama will meet on June 16 to discuss a wide range of issues including North Korea's nuclear programs, it added.""Park is trying to mess up a possible joint event,"" the North's website said. ""Why does she plan to visit the U.S., the prime enemy that divided the two Koreas? This shows the repetition of Park's bad habit for making overseas escape.""The North's criticism against Park is not new as Pyongyang has recently ratcheted up its condemnation against South Korea's leader, calling her a ""malignant tumor"" who harms inter-Korean ties.It added that the U.S. is trying to strengthen a trilateral cooperation among Seoul, Washington and Tokyo as it is very jittery about what the North claimed to be a successful test-firing of a submarine-launched ballistic missile.""Park's visit to the U.S. is not only an attempt to make overseas escape but also a risky gambling that hampers the Korean Peninsula and the region,"" it said.The North's move also came after the top nuclear envoys from South Korea, the U.S. and Japan agreed Wednesday to ratchet up pressure and sanctions on the North. They shared the view that advancement in the North's nuclear capability is ""serious.""An official at Seoul's unification ministry voiced regret over the North's repeated criticism of Park, calling on Pyongyang to stop insulting her.""North Korea should immediately stop slandering Park and instead, it should accept Seoul's offer for talks for better inter-Korean ties,"" the official said, asking not to be named. On the North's move to link Park's visit to the U.S. to the June 15 event, the official said that there is no connection between the two.The South's civilian groups and North Koreans agreed in early May to push for joint events to mark the 15th anniversary of the inter-Korean summit and the 70th anniversary of Korea's liberation from Japan's 1910-45 colonial rule.But it is not clear whether a commemorative event could be held in Seoul next month as North Korea has not accepted the South's offer for talks to prepare for the event.Seoul has recently vowed to spur civilian inter-Korean exchanges in the areas of culture, sports and other non-political programs if those will help improve the strained inter-Korean ties and restore national unity. (Yonhap)","north korea rebuked president park ,obama will meet on june ,north korea rebuked president ,falls on june 15 park ,hye on thursday for planning","['North Korea', 'Park Geun - hye', 'the United States', 'inter - korean', ""North Korea 's"", 'Uriminzokkiri', 'Park', 'inter - korean', 'Washington', 'U.S.', 'Barack Obama', ""North Korea 's"", 'U.S.', 'Koreas', 'Park', 'North', 'Park', 'Pyongyang', ""South Korea 's"", 'inter - korean', 'U.S.', 'Seoul', 'Washington', 'Tokyo', 'U.S.', 'South Korea', 'U.S.', 'Japan', 'Seoul', 'Park', 'Pyongyang', 'Korea', 'Seoul', 'inter - korean', 'Park', 'U.S.', 'North Koreans', 'inter - korean', 'Korea', 'Japan', 'Seoul', 'North Korea', 'Seoul', 'inter - korean', 'inter - korean']",19,"[ 0.          0.          0.         ... -0.38746971  0.60814506
  0.00979603]"
163,163,163,Park urges smooth confirmation of P.M.,"President Park Geun-hye on Tuesday called for parliamentary cooperation for Prime Minister-designate Hwang Kyo-ahn, saying that it is a prerequisite to speed up her reform drive aimed at reviving the economy and eradicating corruptive practices.The president sent a motion to the National Assembly on her nomination of the prime minister later in the afternoon. Park also urged that he be able to sail through the confir...","President Park Geun-hye on Tuesday called for parliamentary cooperation for Prime Minister-designate Hwang Kyo-ahn, saying that it is a prerequisite to speed up her reform drive aimed at reviving the economy and eradicating corruptive practices.The president sent a motion to the National Assembly on her nomination of the prime minister later in the afternoon. Park also urged that he be able to sail through the confirmation hearing and take on “the heavy task” to bring a better future for the people. The motion seeking the parliamentary endorsement came five days after Park named the justice minister as new prime minister. Cheong Wa Dae hopes to complete the confirmation process before Park’s planned visit to the United States in mid-June. Under the law, the National Assembly should hold a confirmation hearing of a prime minister-nominee within 15 days and put the motion into vote within five days of the hearing sessions. Prime Minister-designate Hwang Kyo-ahn enters the government complex building in Gwacheon, Gyeonggi Province, Tuesday. (Yonhap)Park’s sixth premier nominee since the launch of her administration is expected to face fierce resistance from the main opposition party attempting to take the confirmation as a fresh opportunity to press Park and her ruling party. Cheong Wa Dae stresses that leaving the nation’s No. 2 vacant, particularly when the president is overseas, could create a vacuum in state affairs.The main opposition New Politics Alliance for Democracy is bracing for the battle, selecting sharp-tongued lawmakers with legal careers to grill Hwang, who served as a prosecutor for more than 30 years. The party is expected to highlight his disputed career as a prosecutor on public security and accuse of being an ideologically biased figure not suitable to serve in the No. 2 post. “It is a matter that is subject to (bipartisan) negotiations and it cannot be done unilaterally,” said NPAD Floor Leader Lee Jong-kul. “Whether the prime minister nominee is eligible will be thoroughly examined in line with the citizens’ perspective.” he said.The ruling Saenuri Party, however, appeared to take a more leisurely approach, as Hwang was already approved by the parliament upon his nomination for justice minister in early 2013. According to reports, the governing party is considering recruiting lawmakers who formerly worked for the prosecution to defend Hwang from the opposition party’s invective.Amid escalating tension between the rival parties, fresh accusations were raised against Hwang claiming that he tried to skip reports on the use of his business allowances as justice minister.Under the guidelines, officials are obliged to submit the names and the titles of people he or she had meetings with if such events were paid by the government at an amount of 500,000 won or more. Hankyoreh newspaper reported on Tuesday that Hwang allegedly spent 490,000 or 480,000 won on 17 different occasions in the first four months this year, raising speculation that he intentionally paid a little less than 500,000 won to avoid submitting details on his business expenses.Controversy is also brewing over his recruitment of incumbent senior prosecutors to help prepare for his confirmation hearing. Two prosecutors from Busan and Uijeongbu District Prosecutors’ Offices have been dispatched to the Justice Ministry to assist Hwang. The decision, however, sparked criticism that the justice minister was abusing his authority and that he should work with his own staff rather than prosecutors.The justice minister, however, remained mum on the accusations, saying that he would prepare for the confirmation hearings “accordingly with the law.”By Cho Chung-un (christory@heraldcorp.com)","tuesday called for parliamentary cooperation ,gwacheon gyeonggi province tuesday yonhap ,party is considering recruiting lawmakers ,tuesday called for parliamentary ,on tuesday called for parliamentary","['Park Geun - hye', 'Hwang Kyo - ahn', 'the National Assembly', 'Park', 'Cheong', 'Park ’s', 'the United States', 'the National Assembly', 'Hwang Kyo - ahn', 'Gwacheon', 'Gyeonggi Province', 'Park', 'Dae', 'New Politics Alliance for Democracy', 'NPAD Floor', 'Lee Jong - kul', 'Saenuri Party', 'Hwang', 'Hankyoreh', 'the Justice Ministry', 'Cho Chung - un']",3,"[ 0.          0.          0.         ... -0.36837018 -0.14435373
  0.41978753]"
164,164,164,Park names head of think tank as vice transport minister,"President Park Geun-hye appointed the head of a state-run think tank as vice minister of Land, Infrastructure and Transport, a South Korean official said Tuesday.Kim Kyung-hwan, president of Korea Research Institute for Human Settlements, was named to the No. 2 post at the ministry, said presidential spokesman Min Kyung-wook.Park also tapped Yoo Kyung-joon, a professor of Korea University of Technology and Education,...","President Park Geun-hye appointed the head of a state-run think tank as vice minister of Land, Infrastructure and Transport, a South Korean official said Tuesday.Kim Kyung-hwan, president of Korea Research Institute for Human Settlements, was named to the No. 2 post at the ministry, said presidential spokesman Min Kyung-wook.Park also tapped Yoo Kyung-joon, a professor of Korea University of Technology and Education, to lead the Statistics Korea, the country's statistical office.The appointees are not required to go through parliamentary confirmation hearings. (Yonhap)","south korean official said tuesday ,korean official said tuesday kim ,korean official said tuesday ,tuesday kim kyung hwan president ,kyung hwan president of korea","['Park Geun', 'south korean', 'Kim Kyung - hwan', 'Korea Research Institute for Human Settlements', 'Min Kyung - wook', 'Yoo Kyung - joon', 'Korea University of Technology and Education', 'Statistics Korea']",7,"[ 0.          1.          0.         ... -0.48201904  0.72945237
 -0.01118373]"
165,165,165,Park renews commitment to economic reform,"President Park Geun-hye vowed Monday to revitalize South Korea’s economy and reform the country as she called for national reconciliation.“We face the task of an economic takeoff and an innovation of the country by overcoming difficulties,” Park said in a message marking Buddha’s birthday. “The government will accomplish the tasks of (our) era along with the people and make every effort for the happiness of the ...","President Park Geun-hye vowed Monday to revitalize South Korea’s economy and reform the country as she called for national reconciliation.“We face the task of an economic takeoff and an innovation of the country by overcoming difficulties,” Park said in a message marking Buddha’s birthday. “The government will accomplish the tasks of (our) era along with the people and make every effort for the happiness of the people.”The message was read by Culture Minister Kim Jong-deok at Jogyesa, the chief temple of the Jogye Order, South Korea’s largest Buddhist sect, in downtown Seoul.Park’s comments came as she is struggling to overhaul civil service pensions in a way that would require public officials to pay more while in service and receive less after retirement.The public employee pension reform is a key agenda of the Park administration, though she faces strong opposition from the labor unions that represent public servants.“I hope that our society will move toward reconciliation,” Park said in the message.Last week, the rival parties agreed to make a fresh attempt to pass a bill on the public employee pension reform through the National Assembly in coming days.They had forged a bipartisan deal on reforming civil service pensions, but they failed to pass a bill earlier this month as the ruling party rejected the opposition’s demand that benefits from the national pension scheme for ordinary South Koreans be increased to 50 percent of preretirement income.Park has stressed the urgency of overhauling the civil service pension, warning that by next year, the government will be forced to use 10 billion won ($9 million) of taxpayer money every day to fund civil service pensions unless the parliament passes a reform bill by early May.Also Monday, Buddhist ceremonies were held in some 20,000 temples across the country.The coming week is considered a golden opportunity for Park, as her appointment of Justice Minister as the next prime minister ― although opposed by the opposition bloc ― is expected to add spur to her economic and reform policies sidetracked since the graft scandal involving her former and incumbent aides, and the April 29 by-elections.Park is readying for a busy diplomatic schedule as well, with her U.S. trip slated for next month. By showcasing a strong alliance with Washington, Park is expected to aim for a boost to her approval ratings against the growing concerns over Korea’s tightening spot in the regional rivalry between China and U.S., escalated by Washington’s closer entente with Tokyo.“With the president having a clear conviction of abolishing the deep-rooted evils of the past in order to resurrect the economy and create the new country, the period between June and August is viewed as the golden time to achieve the reform tasks,” a Cheong Wa Dae official said on condition of anonymity.By August, which Cheong Wa Dae considers a watershed moment for the administration’s five-year term, Park insists on accelerating the reforms of the public, labor, finance and education sector, the source said.Park is also intent on punishing politicians embroiled in the so-called Sung Woan-jong scandal if convicted by the prosecution as part of the political reform, the source added.Eight of the ruling party members have been facing suspicions of receiving illegal donations from Sung, a deceased businessman who committed suicide on April 9 who left a list of the suspected politicians.From news reports","monday to revitalize south korea ,hye vowed monday to revitalize ,to revitalize south korea economy ,may also monday buddhist ceremonies ,vowed monday to revitalize south","['Park Geun', 'South Korea ’s', 'Park', 'Buddha', 'Kim Jong - deok', 'Jogyesa', 'the Jogye order ,', 'South Korea ’s', 'buddhist', 'Seoul', 'Park ’s', 'Park', 'the National Assembly', 'South Koreans', 'buddhist', 'Park', 'Justice', 'U.S.', 'Washington', 'Park', 'Korea ’s', 'China', 'U.S.', 'Washington', 'Tokyo', 'Park', 'Sung Woan - jong', 'Sung']",3,[0.         0.         0.         ... 0.04240289 0.7646504  0.10358556]
166,166,166,Park renews commitment for economic takeoff and reform,"President Park Geun-hye vowed Monday to revitalize South Korea's economy and reform the country as she called for national reconciliation.""We face the task of an economic takeoff and an innovation of the country by overcoming difficulties,"" Park said in a message marking Buddha's birthday. ""The government will accomplish the tasks of (our) era along with the people and make every effort for the happiness of the peopl...","President Park Geun-hye vowed Monday to revitalize South Korea's economy and reform the country as she called for national reconciliation.""We face the task of an economic takeoff and an innovation of the country by overcoming difficulties,"" Park said in a message marking Buddha's birthday. ""The government will accomplish the tasks of (our) era along with the people and make every effort for the happiness of the people.""The message was read by Culture Minister Kim Jong-deok at Jogyesa, the chief temple of the Jogye Order, South Korea's largest Buddhist sect, in downtown Seoul.Park's comments came as she is struggling to overhaul civil service pensions in a way that would require public officials to pay more while in service and receive less after retirement.The public employee pension reform is a key agenda of the Park administration, though she faces strong opposition from the labor unions that represent public servants.""I hope that our society will move toward reconciliation,"" Park said in the message.Last week, the rival parties agreed to make a fresh attempt to pass a bill on the public employee pension reform through the National Assembly in coming days.They had forged a bipartisan deal on reforming civil service pensions, but they failed to pass a bill earlier this month as the ruling party rejected the opposition's demand that benefits from the national pension scheme for ordinary South Koreans be increased to 50 percent of pre-retirement income.Park has stressed the urgency of overhauling the civil service pension, warning that by next year, the government will be forced to use 10 billion won ($9 million) of taxpayer money every day to fund civil service pensions unless the parliament passes a reform bill by early May.Also Monday, Buddhist ceremonies were held in some 20,000 temples across the country. (Yonhap)","monday to revitalize south korea ,hye vowed monday to revitalize ,to revitalize south korea economy ,may also monday buddhist ceremonies ,vowed monday to revitalize south","['Park Geun', ""South Korea 's"", 'Buddha', 'Kim Jong - deok', 'Jogyesa', 'the Jogye order ,', ""South Korea 's"", 'buddhist', 'Seoul', 'Park', 'the National Assembly', 'South Koreans', 'buddhist']",3,[0.         0.         0.         ... 0.04240289 0.7646504  0.10358556]
167,167,167,Uzbekistan president to visit S. Korea next week,"President Park Geun-hye will meet with Uzbek President Islam Karimov here next week to discuss ways to enhance cooperation in defense, infrastructure and other areas of mutual concern, Cheong Wa Dae said Friday.   The two leaders are set to meet on Thursday, the first day of Karimov's three-day trip here, the presidential office said in a statement.  The planned visit is the first foreign trip after Karimov won r...","President Park Geun-hye will meet with Uzbek President Islam Karimov here next week to discuss ways to enhance cooperation in defense, infrastructure and other areas of mutual concern, Cheong Wa Dae said Friday.   The two leaders are set to meet on Thursday, the first day of Karimov's three-day trip here, the presidential office said in a statement.  The planned visit is the first foreign trip after Karimov won reelection in March, a move Seoul says illustrates Uzbekistan's commitment to developing ties with South Korea.  He has so far visited South Korea seven times since 1991 when he was elected president in Uzbekistan following its independence from the Soviet Union.  The two leaders agreed to push for new joint projects in gas development and solar power during Park's visit to the Central Asia's most populous country in June last year.  Uzbekistan is South Korea's largest trading partner among Central Asian nations and home to the largest number of ethnic Koreans in the region. Last year, two-way trade stood at $1.9 billion. (Yonhap)","reelection in march move seoul ,karimov won reelection in march ,next week to discuss ways ,won reelection in march move ,reelection in march move","['Park Geun', 'Uzbek', 'Islam Karimov', 'Karimov', 'Karimov', 'Seoul', 'Uzbekistan', 'South Korea', 'South Korea', 'Uzbekistan', 'the Soviet Union', 'Park', ""South Korea 's"", 'central asian', 'Koreans']",14,"[ 0.          0.          0.         ... -0.26911762  0.39321092
  0.4856357 ]"
168,168,168,Park names Justice Minister Hwang Kyo-ahn as new P.M.,"President Park Geun-hye Thursday named Justice Minister Hwang Kyo-ahn as the new prime minister, the presidential office Cheong Wa Dae said.  The decision comes after former Prime Minister Lee Wan-koo stepped down in late April amid allegations he took 30 million won ($27,400) from a businessman who hanged himself last month.  Park's choice is also interpreted as reflecting her push for a fight against corruption...","President Park Geun-hye Thursday named Justice Minister Hwang Kyo-ahn as the new prime minister, the presidential office Cheong Wa Dae said.  The decision comes after former Prime Minister Lee Wan-koo stepped down in late April amid allegations he took 30 million won ($27,400) from a businessman who hanged himself last month.  Park's choice is also interpreted as reflecting her push for a fight against corruption, as well as a major deregulation drive to help revive the stagnant economy.  Whether Hwang will pass the parliamentary confirmation hearing remains murky given the opposition bloc's resistance to the prosecutor-turned-justice minister.   Having served as the chief of several provincial prosecutors' offices, Hwang is believed to have earned Park's confidence for his handling of political affairs.   Hwang, 58, has been heading the Ministry of Justice since President Park too office in early 2013, with the National Security Law cited as the field of his expertise. (Yonhap)","hanged himself last month park ,president park geun hye thursday ,400 from businessman who hanged ,businessman who hanged himself last ,new prime minister the presidential","['Park Geun', 'Hwang Kyo - ahn', 'Lee Wan - koo', 'Hwang', 'Hwang', 'Park', 'the Ministry of Justice']",7,"[ 0.          0.          0.         ... -0.85514647  0.59404379
  0.36429235]"
