,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector
37,37,37,Park renews calls for peaceful unification with North Korea,"President Park Geun-hye renewed her calls Tuesday for a peaceful unification between South and North Korea.  ""Now, it's time to move toward a peaceful unification ... by ending the pain of the division,"" Park said in a video message to a forum on North Korean affairs.  The Korean Peninsula was divided into the capitalistic South and communist North after its liberation from Japan's 1910-45 colonial rule. The two ...","President Park Geun-hye renewed her calls Tuesday for a peaceful unification between South and North Korea.  ""Now, it's time to move toward a peaceful unification ... by ending the pain of the division,"" Park said in a video message to a forum on North Korean affairs.  The Korean Peninsula was divided into the capitalistic South and communist North after its liberation from Japan's 1910-45 colonial rule. The two sides fought in the 1950-53 Korean War, which ended in a truce, not a peace treaty.  She also stressed South Korea's efforts to build a peace park inside the 4-kilometer-wide Demilitarized Zone that separates the two Koreas.  The buffer zone is a 259-kilometer strip of rugged no-man's land stretching from coast to coast, strewn with land mines and barbed wire.  North Korea has publicly rejected the project. (Yonhap)","calls tuesday for peaceful unification ,she also stressed south korea ,her calls tuesday for peaceful ,53 korean war which ended ,korea efforts to build peace","['Park Geun', 'North Korea', 'north korean', 'North', 'Japan', ""South Korea 's"", 'demilitarize Zone', 'Koreas', 'North Korea']",5,"[ 0.          1.          0.         ... -0.08137904  0.53877383
  0.03078423]"
38,38,38,Trump insists S. Korea is getting defense free ride from U.S.,"U.S. Republican presidential front-runner Donald Trump insisted Monday that South Korea is getting a defense free ride from the United States, claiming the contribution Seoul pays for the upkeep of American troops is ""peanuts,"" compared with what the U.S. spends.Trump made the remark during a campaign speech in New Hampshire after an audience member pointed out that it's inaccurate to claim that South Korea pays noth...","U.S. Republican presidential front-runner Donald Trump insisted Monday that South Korea is getting a defense free ride from the United States, claiming the contribution Seoul pays for the upkeep of American troops is ""peanuts,"" compared with what the U.S. spends.Trump made the remark during a campaign speech in New Hampshire after an audience member pointed out that it's inaccurate to claim that South Korea pays nothing for the U.S. defending the country and that Seoul paid more than $860 million last year to help with the upkeep of U.S. troops stationed in the country.""It's peanuts compared to what it's costing. It's peanuts,"" Trump said in response.""They are a very wealthy country ... We are defending Germany, we are defending Japan, we are defending South Korea, we're defending so many countries, we get peanuts. We get nothing. We get a -- you're right. We get a small payment. It's a fraction, a tiny fraction,"" he said.Trump has repeatedly accused South Korea of relying on the U.S. for its defense while giving the U.S. nothing in return even though the country makes a lot of money.In July, he said that whenever South Korea ""is in trouble, our military takes care. You know we get nothing."" In August, Trump also said that South Korea is making a fortune, but the U.S. sends its troops to defend the Asian ally in exchange for ""nothing."" In Monday's speech, Trump stressed South Korea is making a lot of money.""I ordered 4,000 television sets recently for a big project.They all come from South Korea. My only bidder was South Korea, except for Sony, which is in Japan, and they lost their way, OK?"" Trump said. ""My only bidder -- whether it's LG or whether it's Samsung -- these are wealthy countries. We have 28,000 soldiers on the border of South Korea."" Trump made similar criticism of Germany and Japan as well.""We defend Germany, which is sending cars and everything over there ... it's an economic behemoth."" Trump said. ""We defend Japan, and we have to defend them with our lives. If anybody attacks Japan, we have an agreement, we have to go and attack and fight and die and spend. But if anybody attacks us, Japan doesn't have to do a thing. That's the way we run things.""Trump said the reason why the U.S. has huge defense budget is because ""we're defending all these countries.""""It's not helping us. So we are going to change things around, and we're going to make America great again. Believe me,"" he said.Trump's criticism shows his ignorance about American security interests and policy.About 28,500 U.S. troops are stationed in South Korea to help defend the Asian ally from the communist North, a legacy of the 1950-53 Korean War that ended in a truce, not a peace treaty, which left the divided peninsula still technically at war.Seoul has long shared the cost of stationing U.S. forces. Last year, the two countries renewed their cost-sharing agreement, known as the Special Measures Agreement, with Seoul agreeing to pay 920 billion won ($886 million) for the upkeep of the U.S. troops in 2014, a 5.8 percent increase from a year earlier.Moreover, the American military presence on the peninsula is seen as in line with U.S. national interests in a region marked by a rising China. (Yonhap)","presidential front runner donald trump ,monday speech trump stressed south ,speech trump stressed south korea ,in monday speech trump ,runner donald trump insisted monday","['U.S.', 'republican', 'Donald Trump', 'South Korea', 'the United States', 'Seoul', 'american', 'U.S.', 'New Hampshire', 'South Korea', 'U.S.', 'Seoul', 'U.S.', 'trump', 'Germany', 'Japan', 'South Korea', 'trump', 'South Korea', 'U.S.', 'U.S.', 'South Korea', 'Trump', 'South Korea', 'U.S.', 'asian', 'Trump', 'South Korea', 'South Korea', 'South Korea', 'Sony', 'Japan', 'trump', 'Samsung', 'South Korea', 'Germany', 'Japan', 'Germany', 'trump', 'Japan', 'Japan', 'Japan', 'U.S.', 'America', 'trump', 'american', 'U.S.', 'South Korea', 'asian', 'Seoul', 'U.S.', 'the Special Measures Agreement', 'Seoul', 'U.S.', 'american', 'U.S.', 'China']",15,"[ 1.          0.          0.         ... -0.42174292  0.61592108
  0.28410688]"
39,39,39,Korea No. 1 candidate for new TPP membership: ex-White House official,"South Korea will be considered a priority candidate when the existing members of the Trans PacificPartnership talk about accepting new members of the massive free trade agreement, a former White House official said Thursday.Matthew Goodman, who served as a former White House coordinator for Asia-Pacific Economic Cooperation until early 2012, also said in a phone interview that TPP will provide enormous opportunities ...","South Korea will be considered a priority candidate when the existing members of the Trans PacificPartnership talk about accepting new members of the massive free trade agreement, a former White House official said Thursday.Matthew Goodman, who served as a former White House coordinator for Asia-Pacific Economic Cooperation until early 2012, also said in a phone interview that TPP will provide enormous opportunities for a struggling South Korean economy.""I think Korea should be first in line when the existing 12 TPP members are to talk to new countries interested in joining in the second round,"" said Goodman, currently senior adviser for Asian economics at the Center for Strategic and International Studies.""I don't think that's going to be soon because unfortunately there's going to be some time needed for the existing TPP agreement to be ratified by the existing members, but I think, probably by the end of 2016 or 2017, maybe the existing members will be willing to talk to new members and I think Korea should be at the front of the line,"" he said.After marathon negotiations, trade ministers of the U.S. and 11 other nations reached the landmark deal earlier this week, which would create the largest trading bloc in the world, which accounts for about 40 percent of global gross domestic product.Goodman said South Korea should have joined the negotiations from the beginning.""Now, it's too late to join the first round and I think there will be some damage to Korea's economic interest-not very serious but a little bit of trade diversion, technical term for trade moving away from Korea. It will have some negative impact on the Korean economy but not very serious,"" he said. (Yonhap)","struggling south korean economy ,after marathon negotiations trade ministers ,korean economy think korea should ,pacificpartnership talk about accepting new ,for struggling south korean economy","['South Korea', 'the Trans PacificPartnership', 'White House', 'Matthew Goodman', 'White House', 'Asia - Pacific Economic Cooperation', 'TPP', 'south korean', 'Korea', 'TPP', 'Goodman', 'asian', 'TPP', 'Korea', 'U.S.', 'Goodman', 'South Korea', 'Korea', 'Korea', 'korean']",5,"[ 0.          0.          0.         ... -0.40577766  0.71952051
 -0.04482059]"
40,40,40,Japanese party chief delivers Abe's message to Park,"The leader of the junior partner in Japan's ruling coalition said Thursday that he delivered to President Park Geun-hye a personal letter from Japanese Prime Minister Shinzo Abe, which includes his hopes for future-oriented bilateral relations.Natsuo Yamaguchi, leader of Komeito, made the remarks to reporters in Seoul after meeting with Park earlier in the day. He arrived in Seoul on Wednesday for a three-day stay.""S...","The leader of the junior partner in Japan's ruling coalition said Thursday that he delivered to President Park Geun-hye a personal letter from Japanese Prime Minister Shinzo Abe, which includes his hopes for future-oriented bilateral relations.Natsuo Yamaguchi, leader of Komeito, made the remarks to reporters in Seoul after meeting with Park earlier in the day. He arrived in Seoul on Wednesday for a three-day stay.""Since 1965, when South Korea and Japan normalized their diplomatic ties, the two countries have maintained cooperative relations. (In his letter), Abe expressed his hope for building future-oriented relations with Seoul,"" Yamaguchi said.Yamaguchi said he hopes that Park and Abe can hold summit talks on the sidelines of an upcoming trilateral summit among South Korea, China and Japan.The three countries are expected to hold their first trilateral summit in more than three years in South Korea at the end of this month or the start of next month.Japan's refusal to face up to its wartime atrocities has been the main source of diplomatic tension between Seoul and Tokyo.Since taking office in early 2013, Park has shunned a summit with Abe, calling for Japan to sincerely apologize for its sexual enslavement of Korean women during World War II.With regard to Yamaguchi's proposal, Park did not make any comments on a possible summit with Abe, according to a government source.Touching on the sex slave issue, the Japanese politician said Park showed her strong will to resolve the matter as it warrants urgency, given the victims' old age.South Korea demands Japan acknowledge state responsibility for the issue and offer proper compensation, while Tokyo insists the matter was settled under a 1965 treaty that normalized bilateral ties. In 2007, more than 120 South Korean victims were alive, but the number has since dropped to 47, with their average age standing at nearly 90.""I told Park that there needs to be strong political will to deal with many issues, vowing hopes for efforts by Seoul and Tokyo to resolve this issue,"" Yamaguchi said.On concerns over Japan's greater military role abroad, Yamaguchi said that Japan will make efforts to dispel worries by its neighboring country over Tokyo's recent legislation on security to South Korea.Japan's Diet enacted contentious security legislation in late September that allows Japan to exercise the right to collective self-defense. The move permits Tokyo to fight alongside its allies even when it is not under attack. (Yonhap)","reporters in seoul after meeting ,japan ruling coalition said thursday ,seoul on wednesday for three ,seoul after meeting with park ,in seoul on wednesday for","['Japan', 'Park Geun', 'japanese', 'Shinzo Abe', 'Komeito', 'Seoul', 'Seoul', 'South Korea', 'Japan', 'Abe', 'Seoul', 'Yamaguchi', 'Yamaguchi', 'Abe', 'South Korea', 'China', 'Japan', 'South Korea', 'Japan', 'Seoul', 'Tokyo', 'Park', 'Abe', 'Japan', 'korean', 'Yamaguchi', 'Abe', 'japanese', 'Park', 'South Korea', 'Japan', 'Tokyo', 'south korean', 'Park', 'Seoul', 'Tokyo', 'Yamaguchi', 'Japan', 'Yamaguchi', 'Japan', 'Tokyo', 'South Korea', 'Japan', 'Diet', 'Japan', 'Tokyo']",18,"[ 1.          0.          0.         ... -0.34405708  0.68431544
 -0.07972376]"
41,41,41,"Park, Obama to show unity over N. Korea in next week's summit: Blinken","SEOUL, Oct. 6 (Yonhap) -- President Park Geun-hye and U.S. President Barack Obama will send both a strong warning message and overtures to North Korea when they hold summit talks next week, a top U.S. official said Tuesday.They are scheduled to meet each other in Washington on Friday amid Pyongyang's threats to launch a long-range rocket and conduct another nuclear test.""We are absolutely united in solidarity with re...","SEOUL, Oct. 6 (Yonhap) -- President Park Geun-hye and U.S. President Barack Obama will send both a strong warning message and overtures to North Korea when they hold summit talks next week, a top U.S. official said Tuesday.They are scheduled to meet each other in Washington on Friday amid Pyongyang's threats to launch a long-range rocket and conduct another nuclear test.""We are absolutely united in solidarity with regard to the challenge posed by North Korea,"" Deputy Secretary of State Antony Blinken told reporters here after meetings with Foreign Minister Yun Byung-se and Vice Foreign Minister Cho Tae-yong.He urged the North to rethink its stated plan to fire a rocket, which Pyongyang claims is aimed at putting a satellite into orbit.""If they don't, it's very clear that there will be strong actions taken by the international community,"" he added. ""We've had conversations with Russia and with China and all feel strongly that not only should North Korea not take this step, but it must return to meaningful efforts at denuclearization.""Blinken also refuted speculation that the Obama administration is no longer interested in dialogue with North Korea.""We remain open to such negotiations, provided they proceed on a credible and authentic basis,"" he said, citing a recent deal with Iran on curbing its uranium enrichment program in exchange for sanctions relief.""I think there's an important lesson to be learned from that experience and we hope that North Korea will look at that,"" said Blinken.On the Trans-Pacific Partnership (TPP) trade agreement concluded Monday, Blinken said, ""We would welcome the opportunity to discuss this with South Korea going forward."" South Korea is not among 11 Pacific Rim nations which negotiated the landmark deal.It is expected to set new global standards for trade, intellectual property rights protection and service sector liberalization. The member states currently account for 40 percent of the world's gross domestic product.The No. 2 U.S. diplomat, who arrived here earlier in the day for a three-day visit, is on a regional tour that also includes stops in Japan and China.In talks with his South Korean counterpart Cho, he introduced his impression about a tour earlier Tuesday of the Demilitarized Zone dividing the Koreas. He said it was ""quite extraordinary."" Blinken also had lunch with South Korean and American soldiers there, whom he described as ""very embodiment of our alliance."" It is Blinken's second visit to South Korea as deputy secretary of state following the previous trip in February.","president barack obama will send ,washington on friday amid pyongyang ,barack obama will send both ,hye and president barack obama ,and president barack obama will","['SEOUL', 'Park Geun', 'U.S.', 'Barack Obama', 'North Korea', 'U.S.', 'Washington', 'Pyongyang', 'North Korea', 'State', 'Antony Blinken', 'Yun Byung - se', 'Cho Tae - yong', 'Pyongyang', 'Russia', 'China', 'North Korea', 'Obama', 'North Korea', 'Iran', 'North Korea', 'Blinken', 'the Trans - Pacific Partnership', 'TPP', 'Blinken', 'South Korea', 'South Korea', 'U.S.', 'Japan', 'China', 'south korean', 'Cho', 'the Demilitarized Zone', 'Koreas', 'Blinken', 'south korean', 'american', 'Blinken', 'South Korea']",1,"[ 2.          0.          0.         ... -0.21705595  1.17536521
  0.2423244 ]"
42,42,42,JCS chief nominee says no plan to adopt THAAD,"South Korea has no plan yet to adopt the U.S.' Terminal High Altitude Area Defense system although its local deployment could benefit the South Korean military, the Joint Chiefs of Staff chairman designate said Monday.""At this moment, our military does not have any plan to introduce THAAD,"" Army Gen. Lee Sun-jin said in a parliamentary confirmation hearing. ""The military currently has weapon systems it is trying to d...","South Korea has no plan yet to adopt the U.S.' Terminal High Altitude Area Defense system although its local deployment could benefit the South Korean military, the Joint Chiefs of Staff chairman designate said Monday.""At this moment, our military does not have any plan to introduce THAAD,"" Army Gen. Lee Sun-jin said in a parliamentary confirmation hearing. ""The military currently has weapon systems it is trying to deploy within the Korean Air and Missile Defense system,"" he added.The remarks were in response to ruling Saenuri Party's Rep. Yoo Seong-min's question on whether the nominee wants the deployment of the U.S. anti-ballistic missile defense system if he takes office.Further asked whether KAMD, the local defense system, is sufficient to defend the country, Lee said KAMD needs further development.""Any deployment of THAAD will be determined under our initiative in consideration of military benefits and national interest,"" he said, adding that if the U.S. Forces Korea deploys THAAD on South Korean soil, it would help the military. Touching on North Korea's nuclear capabilities, Lee said the communist country is believed to have miniaturized nuclear weapons ""to a considerable extent,"" but whether the country has deployed them for combat use has not been confirmed yet.Lee was named as the next Joint Chiefs of Staff chairman last month to replace Adm. Choi Yoon-hee, whose two-year term ends in mid-October. (Yonhap)","korea has no plan yet ,south korea has no plan ,korea has no plan ,chiefs of staff chairman last ,deploys thaad on south korean","['South Korea', 'U.S.', 'Terminal High Altitude Area Defense', 'south korean', 'the Joint Chiefs of Staff', 'Army', 'Lee Sun - jin', 'the Korean Air', 'Missile Defense', ""Saenuri Party 's"", ""Yoo Seong - min 's"", 'U.S.', 'KAMD', 'Lee', 'KAMD', 'the U.S. Forces Korea', 'south korean', ""North Korea 's"", 'Lee', 'Lee', 'Joint Chiefs of Staff', 'Choi Yoon - hee']",5,"[ 0.          0.          0.         ... -0.4688904   0.48915285
  0.31243864]"
43,43,43,Pyeongyang to repatriate S. Korean NYU student,"North Korea will repatriate a 21-year-old South Korean student who has been detained there since April, the Unification Ministry said Monday, in what could be a conciliatory gesture by the North to South Korea. Joo Won-moon from New York University. (Yonhap)The communist  nation will repatriate Joo Won-moon, a New York University student alleged to have attempted to illegally cross the border from China, through the...","North Korea will repatriate a 21-year-old South Korean student who has been detained there since April, the Unification Ministry said Monday, in what could be a conciliatory gesture by the North to South Korea. Joo Won-moon from New York University. (Yonhap)The communist  nation will repatriate Joo Won-moon, a New York University student alleged to have attempted to illegally cross the border from China, through the truce village of Panmunjom at 5:30 p.m. today, according to a ministry official. The North informed the South of the plan via fax.""It's a relief that North Korea has decided to repatriate our national, Joo,"" the official noted, adding that the North should also send back home three other South Koreans now held in the country.The move comes as North Korea has ratcheted up its missile and nuclear threats, raising tension on the Korean Peninsula following the hard-won conciliatory mood over long-strained inter-Korean ties.South and North Korea reached a landmark deal on Aug. 25 to defuse military tension and resume the reunions of families separated by the 1950-53 Korean War.But the North has vowed to launch a long-range rocket or hinted at conducting a fourth nuclear test as it is preparing for the 70th anniversary of the founding of the ruling Workers' Party of Korea, which falls on this Saturday.In an interview with U.S. news cable network CNN in May, Joo admitted that he had intentionally entered the North on the belief that his arrest could have a good effect on inter-Korean relations.With the repatriation of Joo, the North is holding three South Koreans -- missionary Kim Jung-wook, Kim Kuk-gi and Choe Chun-gil.The North has held the 52-year-old Kim Jung-wook in captivity since October 2013, calling him a spy for South Korea's National Intelligence Service, who sneaked into the country with the purpose of inciting dissent. He was sentenced to hard labor for life in May 2014.In June, the North handed down the same sentence to the other two South Koreans for spying for the South's intelligence agency. (Yonhap)","korea will repatriate 21 year ,two south koreans for spying ,north korea will repatriate 21 ,cable network cnn in may ,korea will repatriate 21","['North Korea', 'south korean', 'the Unification Ministry', 'the North to South Korea', 'Joo Won - moon', 'New York University', 'Joo Won - moon', 'New York University', 'China', 'Panmunjom', 'North Korea', 'Joo', 'South Koreans', 'North Korea', 'inter - korean', 'North Korea', ""Workers ' Party of Korea"", 'U.S.', 'CNN', 'Joo', 'inter - korean', 'Joo', 'South Koreans', 'Kim Jung - wook', 'Kim Kuk - gi', 'Choe Chun - gil', 'Kim Jung - wook', ""South Korea 's"", 'National Intelligence Service', 'South Koreans']",0,"[ 1.          0.          0.         ... -0.45530647  0.79957646
  0.12276671]"
44,44,44,IAEA chief to visit Seoul Tuesday,"The chief of the International Atomic Energy Agency will visit Seoul on Tuesday to meet with high-level South Korean officials including Foreign Minister Yun Byung-se to discuss North Korea’s nuclear program and other issues, Seoul officials said Sunday.IAEA director General Yukiya Amano’s visit here will be an opportunity to deepen cooperation between Seoul and the U.N. nuclear watchdog, particularly when Pyongyan...","The chief of the International Atomic Energy Agency will visit Seoul on Tuesday to meet with high-level South Korean officials including Foreign Minister Yun Byung-se to discuss North Korea’s nuclear program and other issues, Seoul officials said Sunday.IAEA director General Yukiya Amano’s visit here will be an opportunity to deepen cooperation between Seoul and the U.N. nuclear watchdog, particularly when Pyongyang is expected to carry out provocations, potentially including a nuclear test, Seoul’s Foreign Ministry said.IAEA, on its part, has been stepping up efforts to prevent the communist regime from further developing its nuclear capabilities.Last month during its 59th general conference in Vienna, Austria, IAEA adopted a resolution urging the North to enforce its denuclearization commitments, refrain from conducting additional nuclear tests and renounce its policy of bolstering nuclear capabilities.Despite such international calls for the North to stop its nuclear development, the communist state has hinted at the possibility of conducting a fourth nuclear test, saying that it would continue to strengthen its “nuclear deterrence” against the U.S.Analysts here say that due to “technological motives,” the North might be tempted to push for another nuclear test. The North has called itself as a nuclear power in its constitution and adopted a policy of simultaneously developing nuclear arms and its economy.Apart from his scheduled meeting with Yun, Amano will also attend a dinner reception, hosted by Vice Foreign Minister Cho Tae-yul, and meet with Science, ICT and Future Planning Minister Choi Yang-hee, , and Lee Un-chul, the chairman of the Nuclear Safety and Security Commission. He will also meet Kim Jong-kyung, president of Korea Atomic Energy Research Institute. His meetings with all these ranking officials are expected to focus on bolstering bilateral cooperation for the peaceful use of nuclear energy and the prevention of nuclear proliferation, observers said.South Korea, the world’s fifth largest civil nuclear power with 24 nuclear reactors, joined IAEA as a member in 1957.By Song Sang-ho (sshluck@heraldcorp.com)","seoul on tuesday to meet ,will visit seoul on tuesday ,conducting fourth nuclear test saying ,seoul officials said sunday iaea ,visit seoul on tuesday","['the International Atomic Energy Agency', 'Seoul', 'south korean', 'Yun Byung - se', 'North Korea ’s', 'Seoul', 'iaea', 'Yukiya Amano ’s', 'Seoul', 'U.N.', 'Pyongyang', 'Seoul ’s Foreign Ministry', 'IAEA', 'Vienna', 'Austria', 'IAEA', 'Amano', 'Cho Tae - yul', 'Science', 'ICT', 'Choi Yang - hee', 'Lee Un - chul', 'the Nuclear Safety and Security Commission', 'Kim Jong - kyung', 'Korea Atomic Energy Research Institute', 'South Korea', 'iaea', 'Song Sang - ho']",5,"[ 0.          0.          0.         ... -0.45577145  0.58082604
  0.12666617]"
45,45,45,N. Korean officials study entrepreneurship in Malaysia,"A group of North Koreans has joined an entrepreneurship program in Malaysia, a Singapore-based organization said, marking a rare exchange for the socialist country.Choson Exchange, an organization that provides various workshops to North Koreans, on Friday said the group recently attended courses on Malaysia's efforts to improve entrepreneurship and startups, adding that the attendees had ""tons of questions.""""The Kor...","A group of North Koreans has joined an entrepreneurship program in Malaysia, a Singapore-based organization said, marking a rare exchange for the socialist country.Choson Exchange, an organization that provides various workshops to North Koreans, on Friday said the group recently attended courses on Malaysia's efforts to improve entrepreneurship and startups, adding that the attendees had ""tons of questions.""""The Koreans showed lots of interest in how MDEC acted as a one-stop shop for tech investments in the early days and how they established this process,"" Choson Exchange said. MDEC is the acronym for the Multimedia Development Corp., a state-run organization in Malaysia that manages the development of the tech industry.The group also visited a water park in Malaysia, and learned about property development and fostering a tourist attraction. (Yonhap)","koreans has joined an entrepreneurship ,startups adding that the attendees ,an entrepreneurship program in malaysia ,north koreans on friday ,entrepreneurship and startups adding","['North Koreans', 'Malaysia', 'Singapore', 'Choson Exchange', 'North Koreans', 'Malaysia', 'Koreans', 'MDEC', 'Choson Exchange', 'MDEC', 'the Multimedia Development Corp.', 'Malaysia', 'Malaysia']",5,"[ 0.          0.          0.         ... -0.3777743   0.73875421
 -0.21220666]"
46,46,46,Koreas to conduct pest control on pine trees at NK mountain next week,"South and North Korea plan to jointly treat pine trees damaged by bugs at a mountain on North Korea's east coast early next week, the Unification Ministry said Friday.  The two Koreas plan to conduct pest control on pine trees at Mount Kumgang from Monday to Wednesday as some trees there have withered and turned yellow, the ministry said.  For this project, Seoul will deliver relevant treatment including insectic...","South and North Korea plan to jointly treat pine trees damaged by bugs at a mountain on North Korea's east coast early next week, the Unification Ministry said Friday.  The two Koreas plan to conduct pest control on pine trees at Mount Kumgang from Monday to Wednesday as some trees there have withered and turned yellow, the ministry said.  For this project, Seoul will deliver relevant treatment including insecticide and sprayers worth 130 million won ($109,900) to the North.   A group of South Korean forestry experts visited the mountain in late July to look into the cause of the diseased pine trees at the mountain.  Sitting on the east coast near the heavily fortified inter-Korean border, Mount Kumgang is famous for its scenic views, impressive peaks and thick pine tree forests.  The ministry earlier said that two types of diseases caused by insects were found in the pine trees, adding that it would be appropriate to conduct an extermination treatment on such trees in spring and autumn.  South Korean company Hyundai Asan kicked off a cross-border tour program at Mount Kumgang in 1998, a symbol of inter-Korean reconciliation.   But Seoul suspended the tour program in 2008, after the fatal shooting of a South Korean female tourist by a North Korean soldier at the resort.  The ministry said that Mount Kumgang is an asset that the two Koreas need to protect together, but Seoul's recent probe into the ailing trees has nothing to do with the possible resumption of the joint tour program. (Yonhap)","of the diseased pine trees ,jointly treat pine trees damaged ,pine trees damaged by bugs ,the diseased pine trees ,korean female tourist by north","['North Korea', ""North Korea 's"", 'the Unification Ministry', 'Koreas', 'Seoul', 'south korean', 'inter - korean', 'Mount Kumgang', 'south korean', 'Hyundai', 'Asan', 'Mount Kumgang', 'inter - korean', 'Seoul', 'south korean', 'north korean', 'Mount Kumgang', 'Koreas', 'Seoul']",10,"[ 0.          1.          0.         ... -0.69871604  0.48107126
 -0.38853195]"
47,47,47,Envoy says China's intervention in Korean War safeguarded peace,"The Chinese intervention in the 1950-53 Korean War had safeguarded peace and stability on the Korean Peninsula, according to China's ambassador to North Korea on Thursday, echoing controversial views from China that the war was waged out of U.S. aggression. Ambassador Li Jinjun made the remarks on Wednesday when he paid his tribute to the Chinese troops killed during the war. Wednesday marked China's Martyrs' Day on ...","The Chinese intervention in the 1950-53 Korean War had safeguarded peace and stability on the Korean Peninsula, according to China's ambassador to North Korea on Thursday, echoing controversial views from China that the war was waged out of U.S. aggression. Ambassador Li Jinjun made the remarks on Wednesday when he paid his tribute to the Chinese troops killed during the war. Wednesday marked China's Martyrs' Day on the eve of the country's National Day. The Korean War broke out on June 25, 1950, when tank-led North Korean troops invaded South Korea. The United States and 20 other allied countries fought on the side of South Korea under the United Nations flag, while Chinese soldiers came to help North Korea. The conflict ended in a cease-fire on July 27, 1953. During his visit to a cemetery of Chinese war dead in North Korea, Li praised the role of the Chinese intervention in the Korean War. ""You fought with the North Korean army and people to defeat the imperialist aggressors,"" Li said, according to his remarks posted on the Chinese Embassy's website. The Chinese intervention in the Korean War ""revived the cold breeze of China, safeguarded peace and stability in the region and around the world,"" Li said. Despite warming ties between South Korea and China, the Chinese view of how the Korean War started also remains controversial. China's school textbooks stop short of mentioning that North Korea's invasion sparked the Korean War, and the Chinese Communist Party officially refers to the three-year conflict as ""The War to Resist the U.S. and Aid North Korea."" (Yonhap)","war wednesday marked china martyrs ,korea on thursday echoing controversial ,day the korean war broke ,the war wednesday marked china ,war wednesday marked china","['chinese', 'China', 'North Korea', 'China', 'U.S.', 'Li Jinjun', 'chinese', 'China', 'north korean', 'South Korea', 'the United States', 'South Korea', 'United Nations', 'chinese', 'North Korea', 'chinese', 'North Korea', 'Li', 'chinese', 'north korean', 'Li', ""the Chinese Embassy 's"", 'chinese', 'China', 'Li', 'South Korea', 'China', 'chinese', 'China', ""North Korea 's"", 'the Chinese Communist Party', 'aid North Korea']",17,"[ 6.          2.          0.         ... -0.51680565  0.67217714
  0.21531305]"
48,48,48,Defense minister requests public support for military,"Defense Minister Han Min-koo sought Thursday to drum up public support for his troops as South Korea marked the 67th anniversary of the military's founding.""The military is making its utmost efforts to fulfill its duty to rush to where it's most needed and to safeguard the life and property of the people,"" Han said in his Armed Forces Day message.The military deserves public support only when they stick to their duty...","Defense Minister Han Min-koo sought Thursday to drum up public support for his troops as South Korea marked the 67th anniversary of the military's founding.""The military is making its utmost efforts to fulfill its duty to rush to where it's most needed and to safeguard the life and property of the people,"" Han said in his Armed Forces Day message.The military deserves public support only when they stick to their duty, he said, appealing to the people to ""extend greater trust and love"" toward the armed forces.  ""The military's perfect combat readiness and deterrence against North Korea made it possible for the country to achieve genuine peace and stability on the Korean Peninsula,"" Han said. More than 1,000 South Korean military servicemembers are also carrying out peace-keeping and rehabilitation missions in 13 foreign countries, said the minister.""The national forces should be the foundation of safeguarding the fate of South Korea,"" he also noted.South Korea created its military with the founding of the nation in 1948. It designated Oct. 1 as the first Armed Forces Day, to commemorate the date when its troops reclaimed the 38th parallel, then the inter-Korean border, against invading North Korean forces in 1950 after the Korean War broke out in June of the same year. (Yonhap)","korea marked the 67th anniversary ,thursday to drum up public ,troops reclaimed the 38th parallel ,after the korean war broke ,armed forces day to commemorate","['Defense', 'Han Min - koo', 'South Korea', 'Han', 'Armed Forces Day', 'North Korea', 'Han', 'south korean', 'South Korea', 'South Korea', 'inter - korean', 'north korean']",5,"[ 0.          1.          0.         ... -0.45613831  0.72603339
  0.20795467]"
